====================================================================================================
GNN增強模型專屬排名 - Train/Val/Test Ratio: 0.8/0.15/0.05
====================================================================================================

說明：
- 只包含9個可插入GNN的模型的GNN增強變體
- Train/Val/Test 比例: 0.8/0.15/0.05
- 共 45 個競爭者：
  * 9個模型：excelformer, fttransformer, resnet, tabnet, tabtransformer, trompt, vime, scarf, subtab
  * 5種GNN插入階段：start, materialize, encoding, columnwise, decoding
  * 不包含原始模型（none階段）和參考模型（t2gformer, tabpfn, xgboost, catboost, lightgbm）
- 排名越小表示表現越好


====================================================================================================
分類: large_datasets+binclass+numerical (包含 6 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       resnet(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       8.67        54        
2       trompt(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     10.50       54        
3       trompt(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       11.33       54        
4       resnet(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     15.67       54        
5       tabnet(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       15.83       54        
6       vime(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                       22.33       54        
7       vime(ratio=0.8/0.15/0.05, gnn_stage=encoding)                         25.00       54        
8       tabnet(ratio=0.8/0.15/0.05, gnn_stage=start)                          30.83       54        
9       resnet(ratio=0.8/0.15/0.05, gnn_stage=start)                          31.33       54        
10      vime(ratio=0.8/0.15/0.05, gnn_stage=materialize)                      36.00       54        
11      trompt(ratio=0.8/0.15/0.05, gnn_stage=start)                          37.00       54        
12      resnet(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    37.33       54        
13      trompt(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    38.67       54        
14      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)              40.33       54        
15      resnet(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       40.83       54        
16      vime(ratio=0.8/0.15/0.05, gnn_stage=start)                            40.83       54        
17      tabnet(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    42.00       54        
18      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)                43.83       54        
19      vime(ratio=0.8/0.15/0.05, gnn_stage=decoding)                         51.00       54        
20      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)             54.17       54        
21      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=start)                   55.00       54        
22      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)               56.33       54        
23      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)             58.00       54        
24      excelformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)                  58.50       54        
25      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)               62.67       54        
26      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=start)                  67.17       54        
27      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)            69.83       54        
28      excelformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)                  70.00       54        
29      trompt(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       72.33       54        
30      excelformer(ratio=0.8/0.15/0.05, gnn_stage=start)                     75.50       54        
31      excelformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                76.00       54        
32      excelformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)               78.17       54        
33      subtab(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     81.67       54        
34      subtab(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       82.17       54        
35      subtab(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       83.67       54        
36      scarf(ratio=0.8/0.15/0.05, gnn_stage=decoding)                        90.50       54        
37      subtab(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    90.67       54        
38      subtab(ratio=0.8/0.15/0.05, gnn_stage=start)                          91.50       54        
39      scarf(ratio=0.8/0.15/0.05, gnn_stage=encoding)                        91.83       54        
40      scarf(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                      94.33       54        
41      scarf(ratio=0.8/0.15/0.05, gnn_stage=materialize)                     97.67       54        
42      scarf(ratio=0.8/0.15/0.05, gnn_stage=start)                           101.33      54        
43      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)                104.67      54        
44      tabnet(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       113.67      54        
45      tabnet(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     114.00      54        

====================================================================================================
分類: large_datasets+multiclass+numerical (包含 3 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       trompt(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       5.33        27        
2       resnet(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       6.00        27        
3       trompt(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     10.33       27        
4       excelformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)                  10.67       27        
5       excelformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                14.33       27        
6       tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)               16.67       27        
7       resnet(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     18.00       27        
8       tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)             18.33       27        
9       tabnet(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       23.33       27        
10      vime(ratio=0.8/0.15/0.05, gnn_stage=encoding)                         23.67       27        
11      vime(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                       26.00       27        
12      resnet(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    28.67       27        
13      resnet(ratio=0.8/0.15/0.05, gnn_stage=start)                          29.33       27        
14      trompt(ratio=0.8/0.15/0.05, gnn_stage=start)                          33.67       27        
15      tabnet(ratio=0.8/0.15/0.05, gnn_stage=start)                          38.33       27        
16      trompt(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    38.67       27        
17      vime(ratio=0.8/0.15/0.05, gnn_stage=materialize)                      40.33       27        
18      vime(ratio=0.8/0.15/0.05, gnn_stage=decoding)                         42.00       27        
19      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)              43.33       27        
20      tabnet(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    45.00       27        
21      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=start)                  45.33       27        
22      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)                46.67       27        
23      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)            47.33       27        
24      resnet(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       48.33       27        
25      vime(ratio=0.8/0.15/0.05, gnn_stage=start)                            52.00       27        
26      tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)               52.67       27        
27      excelformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)               53.67       27        
28      subtab(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     59.67       27        
29      subtab(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       61.33       27        
30      excelformer(ratio=0.8/0.15/0.05, gnn_stage=start)                     61.67       27        
31      excelformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)                  62.67       27        
32      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)             63.00       27        
33      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=start)                   69.33       27        
34      subtab(ratio=0.8/0.15/0.05, gnn_stage=start)                          74.33       27        
35      subtab(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    82.33       27        
36      subtab(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       92.00       27        
37      trompt(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       97.67       27        
38      scarf(ratio=0.8/0.15/0.05, gnn_stage=materialize)                     98.00       27        
39      scarf(ratio=0.8/0.15/0.05, gnn_stage=start)                           99.33       27        
40      scarf(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                      99.67       27        
41      scarf(ratio=0.8/0.15/0.05, gnn_stage=decoding)                        101.67      27        
42      scarf(ratio=0.8/0.15/0.05, gnn_stage=encoding)                        105.67      27        
43      fttransformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)                114.33      27        
44      tabnet(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       115.00      27        
45      tabnet(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     116.00      27        

====================================================================================================
分類: large_datasets+regression+categorical (包含 1 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=columnwise)             2.00        9         
2       resnet(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       3.00        9         
3       fttransformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)                5.00        9         
4       trompt(ratio=0.8/0.15/0.05, gnn_stage=decoding)                       7.00        9         
5       tabnet(ratio=0.8/0.15/0.05, gnn_stage=columnwise)                     11.00       9         
6       tabnet(ratio=0.8/0.15/0.05, gnn_stage=encoding)                       13.00       9         
7       tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=decoding)               16.00       9         
8       tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=encoding)               19.00       9         
9       tabtransformer(ratio=0.8/0.15/0.05, gnn_stage=materialize)            20.00       9         
10      subtab(ratio=0.8/0.15/0.05, gnn_stage=start)                          25.00       9         
11      subtab(ratio=0.8/0.15/0.05, gnn_stage=materialize)                    26.00       9         
