====================================================================================================
GNN增強模型相對排名 - Train/Val/Test Ratio: 0.05/0.15/0.8
====================================================================================================

說明：
- 只在45個GNN變體之間進行相對排名（排名範圍: 1-45）
- Train/Val/Test 比例: 0.05/0.15/0.8
- 共 50 個競爭者：
  * 9個模型：excelformer, fttransformer, resnet, tabnet, tabtransformer, trompt, vime, scarf, subtab
  * 5種GNN插入階段：start, materialize, encoding, columnwise, decoding
  * 不包含原始模型（none階段）和參考模型（t2gformer, tabpfn, xgboost, catboost, lightgbm）
- 排名越小表示表現越好


====================================================================================================
分類: large_datasets+binclass+numerical (包含 6 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       trompt(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       2.17        6         
2       trompt(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     2.67        6         
3       resnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     6.17        6         
4       resnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       6.83        6         
5       trompt(ratio=0.05/0.15/0.8, gnn_stage=start)                          9.50        6         
6       vime(ratio=0.05/0.15/0.8, gnn_stage=encoding)                         10.33       6         
7       vime(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                       10.50       6         
8       excelformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                12.50       6         
9       resnet(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       12.67       6         
10      tabnet(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       14.67       6         
11      excelformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)                  14.83       6         
12      trompt(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    15.50       6         
13      excelformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)                  17.83       6         
14      vime(ratio=0.05/0.15/0.8, gnn_stage=materialize)                      17.83       6         
15      resnet(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    18.17       6         
16      resnet(ratio=0.05/0.15/0.8, gnn_stage=start)                          18.50       6         
17      vime(ratio=0.05/0.15/0.8, gnn_stage=start)                            19.00       6         
18      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=start)                   19.17       6         
19      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)               20.17       6         
20      vime(ratio=0.05/0.15/0.8, gnn_stage=decoding)                         20.17       6         
21      tabm(ratio=0.05/0.15/0.8, gnn_stage=encoding)                         21.83       6         
22      tabnet(ratio=0.05/0.15/0.8, gnn_stage=start)                          22.00       6         
23      tabnet(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    23.33       6         
24      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)              23.50       6         
25      tabm(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                       23.50       6         
26      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)                24.00       6         
27      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)             26.00       6         
28      excelformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)               28.83       6         
29      excelformer(ratio=0.05/0.15/0.8, gnn_stage=start)                     29.67       6         
30      tabm(ratio=0.05/0.15/0.8, gnn_stage=materialize)                      30.17       6         
31      tabm(ratio=0.05/0.15/0.8, gnn_stage=start)                            30.50       6         
32      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)               31.67       6         
33      subtab(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       33.17       6         
34      tabm(ratio=0.05/0.15/0.8, gnn_stage=decoding)                         33.83       6         
35      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)             33.83       6         
36      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=start)                  34.33       6         
37      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)            35.00       6         
38      subtab(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       35.50       6         
39      trompt(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       35.67       6         
40      subtab(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     36.00       6         
41      scarf(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                      37.17       6         
42      scarf(ratio=0.05/0.15/0.8, gnn_stage=materialize)                     38.00       6         
43      scarf(ratio=0.05/0.15/0.8, gnn_stage=decoding)                        38.33       6         
44      scarf(ratio=0.05/0.15/0.8, gnn_stage=encoding)                        39.00       6         
45      subtab(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    39.83       6         
46      subtab(ratio=0.05/0.15/0.8, gnn_stage=start)                          40.17       6         
47      scarf(ratio=0.05/0.15/0.8, gnn_stage=start)                           40.50       6         
48      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)                44.00       6         
49      tabnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     48.17       6         
50      tabnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       48.33       6         

====================================================================================================
分類: large_datasets+multiclass+numerical (包含 3 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       trompt(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       1.33        3         
2       trompt(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     2.33        3         
3       resnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       6.33        3         
4       excelformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)                  8.33        3         
5       resnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     9.33        3         
6       excelformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                10.67       3         
7       tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)               11.00       3         
8       tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)             11.33       3         
9       tabm(ratio=0.05/0.15/0.8, gnn_stage=encoding)                         11.33       3         
10      resnet(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       11.67       3         
11      tabm(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                       12.33       3         
12      tabm(ratio=0.05/0.15/0.8, gnn_stage=materialize)                      13.00       3         
13      vime(ratio=0.05/0.15/0.8, gnn_stage=encoding)                         13.33       3         
14      trompt(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    13.33       3         
15      trompt(ratio=0.05/0.15/0.8, gnn_stage=start)                          13.67       3         
16      tabm(ratio=0.05/0.15/0.8, gnn_stage=start)                            14.00       3         
17      vime(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                       14.67       3         
18      excelformer(ratio=0.05/0.15/0.8, gnn_stage=start)                     21.00       3         
19      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)              21.67       3         
20      resnet(ratio=0.05/0.15/0.8, gnn_stage=start)                          22.33       3         
21      tabnet(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       22.67       3         
22      resnet(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    23.67       3         
23      excelformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)               24.00       3         
24      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)            24.33       3         
25      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=start)                  24.67       3         
26      subtab(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     25.67       3         
27      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)               26.00       3         
28      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)                26.00       3         
29      vime(ratio=0.05/0.15/0.8, gnn_stage=decoding)                         27.33       3         
30      vime(ratio=0.05/0.15/0.8, gnn_stage=materialize)                      29.00       3         
31      subtab(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       29.00       3         
32      vime(ratio=0.05/0.15/0.8, gnn_stage=start)                            30.00       3         
33      excelformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)                  31.33       3         
34      tabnet(ratio=0.05/0.15/0.8, gnn_stage=start)                          32.33       3         
35      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=start)                   33.67       3         
36      tabnet(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    35.00       3         
37      subtab(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    36.33       3         
38      subtab(ratio=0.05/0.15/0.8, gnn_stage=start)                          36.67       3         
39      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)             37.00       3         
40      scarf(ratio=0.05/0.15/0.8, gnn_stage=materialize)                     39.67       3         
41      scarf(ratio=0.05/0.15/0.8, gnn_stage=start)                           39.67       3         
42      scarf(ratio=0.05/0.15/0.8, gnn_stage=encoding)                        40.00       3         
43      subtab(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       40.67       3         
44      tabm(ratio=0.05/0.15/0.8, gnn_stage=decoding)                         41.33       3         
45      scarf(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                      42.00       3         
46      scarf(ratio=0.05/0.15/0.8, gnn_stage=decoding)                        42.33       3         
47      tabnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       46.67       3         
48      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)                47.33       3         
49      trompt(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       48.33       3         
50      tabnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     49.33       3         

====================================================================================================
分類: large_datasets+regression+categorical (包含 1 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)             1.00        1         
2       resnet(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       2.00        1         
3       trompt(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       3.00        1         
4       tabnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       4.00        1         
5       tabm(ratio=0.05/0.15/0.8, gnn_stage=encoding)                         5.00        1         
6       tabnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     6.00        1         
7       tabm(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                       7.00        1         
8       tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)            8.00        1         
9       tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)               9.00        1         
10      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)               10.00       1         
11      tabtransformer(ratio=0.05/0.15/0.8, gnn_stage=start)                  11.00       1         
12      subtab(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       12.00       1         
13      subtab(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    13.00       1         
14      subtab(ratio=0.05/0.15/0.8, gnn_stage=start)                          14.00       1         
15      scarf(ratio=0.05/0.15/0.8, gnn_stage=decoding)                        15.00       1         
16      subtab(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       16.00       1         
17      subtab(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     17.00       1         
18      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)             18.00       1         
19      vime(ratio=0.05/0.15/0.8, gnn_stage=decoding)                         19.00       1         
20      scarf(ratio=0.05/0.15/0.8, gnn_stage=encoding)                        20.00       1         
21      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)                21.00       1         
22      scarf(ratio=0.05/0.15/0.8, gnn_stage=materialize)                     22.00       1         
23      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)                23.00       1         
24      scarf(ratio=0.05/0.15/0.8, gnn_stage=start)                           24.00       1         
25      resnet(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    25.00       1         
26      trompt(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    26.00       1         
27      tabnet(ratio=0.05/0.15/0.8, gnn_stage=materialize)                    27.00       1         
28      tabm(ratio=0.05/0.15/0.8, gnn_stage=materialize)                      28.00       1         
29      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)              29.00       1         
30      scarf(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                      30.00       1         
31      excelformer(ratio=0.05/0.15/0.8, gnn_stage=decoding)                  31.00       1         
32      vime(ratio=0.05/0.15/0.8, gnn_stage=start)                            32.00       1         
33      vime(ratio=0.05/0.15/0.8, gnn_stage=materialize)                      33.00       1         
34      vime(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                       34.00       1         
35      vime(ratio=0.05/0.15/0.8, gnn_stage=encoding)                         35.00       1         
36      resnet(ratio=0.05/0.15/0.8, gnn_stage=start)                          36.00       1         
37      fttransformer(ratio=0.05/0.15/0.8, gnn_stage=start)                   37.00       1         
38      tabnet(ratio=0.05/0.15/0.8, gnn_stage=start)                          38.00       1         
39      tabm(ratio=0.05/0.15/0.8, gnn_stage=start)                            39.00       1         
40      resnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     40.00       1         
41      trompt(ratio=0.05/0.15/0.8, gnn_stage=start)                          41.00       1         
42      excelformer(ratio=0.05/0.15/0.8, gnn_stage=start)                     42.00       1         
43      tabnet(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       43.00       1         
44      tabm(ratio=0.05/0.15/0.8, gnn_stage=decoding)                         44.00       1         
45      resnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       45.00       1         
46      excelformer(ratio=0.05/0.15/0.8, gnn_stage=materialize)               46.00       1         
47      trompt(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       47.00       1         
48      trompt(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     48.00       1         
49      excelformer(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                49.00       1         
50      excelformer(ratio=0.05/0.15/0.8, gnn_stage=encoding)                  50.00       1         

====================================================================================================
分類: large_datasets+regression+numerical (包含 10 個資料集)
====================================================================================================

排名      競爭者                                                                   平均排名        出現次數      
----------------------------------------------------------------------------------------------------
1       tabnet(ratio=0.05/0.15/0.8, gnn_stage=encoding)                       3.40        10        
2       tabnet(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                     4.20        10        
3       trompt(ratio=0.05/0.15/0.8, gnn_stage=decoding)                       6.00        10        
4       scarf(ratio=0.05/0.15/0.8, gnn_stage=columnwise)                      10.50       10        
